text,sentiment
"""Walkies?"" (My mini poodle going from a dead sleep to hardcore zoomies w/ random pauses for SCREAMING....there's a reason you need to have shoes ON. This is why these dogs are so annoying and high-maintenance. The constant chaos and noise drive me crazy. So exhausting.)",negative
The idea is worth sharing I enjoyed every second of it.,positive
So much fake it's disgusting.   Yuck,negative
Love that dalmatian smile 😁,positive
"Man I’d love to be a beaver, I wanna chew on a tree like that",positive
"The other banister slides were accidents but the first cat Frank, is a pure dare devil menace. He absolutely was having the time of his life testing the ""9 lives"" theory 😂",negative
"Awww, so chubby and cute :3",positive
That kitten on the edge of the stairs was sus.. didnt seem natural at all. Any normal human woulda tried to slowly move it from harms way,negative
All So Beautiful ❤,positive
"I took my springer from my sister who didn't want him any more, and he's changed my life. I walk every day now, I've lost weight, I'm more motivated, and happier. Him and my kitty are the best things to happen to me. Take the dog.",positive
How awesome ❤,positive
"He could have snapped his neck. I had a yorki that was ""playing"" with a pit and the pit crushed his skull. Not funny to me.",negative
"So dangerous to warm our hearts 🤣🤣🤣 grow up please. What's dangerous is humans throwing information out to control narratives to inflict fear and rage against other humans,  now thats dangerous and we see it everywhere.  That has nothing to do with AI and has been going on for decades.  Sorry not sorry.",negative
Cats be killing me smacking everything,negative
Love this.,positive
All the those house looks nasty and dirty,negative
This is not funny. Why are you videoing instead of STOPPING THEM? You’re just exploiting them for social media attention. Shame on you.,negative
Dogs are the best,positive
But Bauer is the baby of the family and as all kids have to learn babies always come first. Sorry Blue but that's just the way it is. Love you all. ❤❤❤💙,positive
No but like why it's so perfect lol,positive
No. They stop to hear the danger around them.,negative
BETRAYAL! BETRAYAL ON ALL SIDES!,negative
The last one was brutal give a fade,negative
No one actually feels bad for the kitten...:(,negative
Bro has great attitude 😎,positive
This is the best thing I’ve seen all day!!! So cute and heartwarming. Love it!!!,positive
Hahaha! Maybe she just appreciates the good music then! 😂,positive
"Why just sit there filming is clearly your cat will fall, see how it’s looking at you to save it ? You clearly don’t care about cats",positive
I love pointers.,positive
That puppy was terrified of that cat,negative
"He is well trained ! That is  !  Many animals can be trained, like seals, horses, dogs ! Birds too .",positive
I had a Bob. He was a great kitty.,positive
"If I could get waken up by the modern day Tyrannosaurus rex every day by hearing its apex predator claws and feet pounding throughout my home, followed by its war cry - I’d be living life wrong.",negative
Valid crashout XD,positive
"I believe this man orchestrated all the actions, filmed everything, step by step... subjecting the dog and the puppies to a dangerous situation. Terrible.",negative
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ for your great love and care for all our beautiful animal friends,positive
you: hey i just picked up a snapping turtle i have a video friend: 💀💀💀 bro you fine you: *sends the video friend: *dissappointment  you: why you dissappinted YOU WANTED ME TO GET MY ARM AMPUTATED BY A TURTLE,positive
😂 ha ha ha,positive
Even Apollo knew he was taking to a scumbag,negative
Abuse,negative
That sounds like you projecting an assumption on to them more so then a stated fact I'd put money on it that any of those animals are far more self aware and even intelligent then the single braincell begging for attention on here hopping around in that empty shell you call a head friend 😊,positive
"I got a cat. I have to go to work........ No friends, cause I have to go to work, no family, cause I have to go to work. No vacation. Cause I have to go to work. Maybe tomorrow I'll die. But my cat, will go on with out me. Because he can hunt and survive alone. We don't need love. Just some snacks 😂",negative
Amazing so beautiful,positive
I hate u why does the other husky get a good bed u put the white dog in bad bed,negative
It's a shame they aren't free in the wild...it makes me sad that there caged😥😥😥💔💔💔,negative
"That was one quality rooster wake up call. Cadence, tone, volume, duration all combined perfectly. I bet it was music to that child's ears. 😂",positive
If you think this is real and not Ai then your doomed. 😂,negative
Adorable video❤😂but could have doon without this woman's DISGUSTING MOUTH!! WHAT A LOW LIFE!! THAT POOR CAT❤ THAT SHES TALKING TOO! BET SHES ABUSIVE TOO!!!!!,negative
"Uh well if seals r ur favorite animal I feel u should know that this is a sea lion, not a seal",positive
"They aren't intelligent enough to use language in the way we do, but they are smart enough to realize when things are associated with a noise, same way parrots do. The laughing is interesting though! It showed that specific crow was able to learn that humans make that sound when something entertains us, and in turn started making that noise when they were having fun",positive
The editing is well made I enjoyed every second of it.,positive
I need like an hour of this!! Its fantastic 😍❤,positive
Little cat was funny but it was sad :(,negative
Egyptian music? This is Arab. I doubt the Egyptians even know what their original tongue even sounds like better yet be able to speak it. The originally Egyptian language ceased to be a language in the 1600s.,positive
Oh my this is making me laugh so bad sooo bad,negative
Naw a snapping turtle is crazy poor cat was paranoid!!-,negative
thank you so much you are amazing,positive
@deelee4639 I love when he say that,positive
"Wastefulness, greed, destroying entire forests so Kim Kardashian can sell unnecessary consumables on unnecessary corporate invented holidays that mean nothing, overlogging, unnatural diversion, soil erosion, cruelty, killing other animals, corporate oppression and greed, ecosystem destruction, cultural devastation, country subjugation, government inefficiency, middle man looting and more. Beavers build small dams efficiently using a few trees and build themselves a good home as well as help the ecosystem thrive.",negative
I can tell you when I snapped my fingers twice and point at my cat for her to stop doing something she actually listens. She knows she’s in trouble so she stops,negative
"It's how you treat them. I don't bully when I point. I've raised 50 cats, they have all been cuddly",positive
The sound effects work so good for this lol,positive
Cat:I have lived eons without mention of the songs of my culture. Me: what the-,negative
Lol just thought of my cat balancing on 2nd story indoor balcony rail and falling into a bassinet downstairs.  So glad the baby wasn't in it at the time. Baby is now 18.,positive
